OCc1ccc(C(=C(c2ccc(CO)cc2)c2ccc(CO)cc2)c2ccc(CO)cc2)cc1,1.8156757445000409,2.1210777178899907,1,0.9093693617222177,0.7197305705275023
OCc1ccc(-c2c3nc(c(-c4ccc(CO)cc4)c4ccc([nH]4)c(-c4ccc(CO)cc4)c4nc(c(-c5ccc(CO)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,4.913655942056352,3.538706511935283,1,0.5651493397715164,0.36532337201617926
OCc1cc(C#Cc2cccc(C#Cc3cc(CO)cc(CO)c3)c2)cc(CO)c1,2.621149837499061,2.35455554077008,1,0.8198722402778821,0.66136111480748
O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,2.085342926063756,2.0312537101783925,1,0.8794063415484715,0.7421865724554019
O=C(O)c1ccc(C#Cc2nc(C#Cc3ccc(C(=O)O)cc3)c(C#Cc3ccc(C(=O)O)cc3)nc2C#Cc2ccc(C(=O)O)cc2)cc1,2.839682343907503,2.7534266301056656,1,0.7955908506769441,0.5616433424735836
O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(-c3ccc(N(c4ccc(C(=O)O)cc4)c4ccc(C(=O)O)cc4)cc3)cc2)cc1,2.086057940446164,3.0910038587646618,1,0.8793268955059818,0.47724903530883456
O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)c1,1.8050120242561682,2.779686195283607,1,0.9105542195270924,0.5550784511790983
Fc1ccc(-c2cc(-c3ccc(F)cc3)nc(-c3ccc(F)cc3)c2)cc1,1.6354647942836458,2.8080026661317996,1,0.9293928006351505,0.5479993334670501
FN1CN(F)CN(F)C1,5.172643597924984,1.7564411378647484,0,0.5363729335638907,0.8108897155338128
Cc1c(F)c(C)c(F)c(C)c1F,2.342863203556604,1.767484158838163,1,0.8507929773825995,0.8081289602904593
C[Si](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,2.127503425271726,1.6595946875930219,1,0.8747218416364748,0.8351013281017445
Fc1ccc2c(F)cc(F)cc2c1,1.954582057701133,2.2299172273354344,0,0.8939353269220963,0.6925206931661414
Oc1c(F)cc(F)c(O)c1F,2.49349099563789,1.6378780170229532,1,0.8340565560402344,0.8405304957442616
Fc1cc(F)cc(C#Cc2cc(F)cc(F)c2)c1,2.2082088217974416,2.1207382661095306,1,0.8657545753558398,0.7198154334726173
Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2-c2ccc(F)cc2)cc1,1.603323690777831,2.2827095985976187,1,0.9329640343580188,0.6793226003505953
Fc1cc(F)cc(C#Cc2cccc(C#Cc3cc(F)cc(F)c3)c2)c1,2.427284790778266,2.611885703017574,1,0.8414128010246371,0.5970285742456065
Fc1ccc(-c2c3nc(c(-c4ccc(F)cc4)c4ccc([nH]4)c(-c4ccc(F)cc4)c4nc(c(-c5ccc(F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,4.6987565156964335,3.596843846718359,1,0.5890270538115074,0.3507890383204102
Nc1ccc2c(ccc3cc(N)ccc32)c1,1.9381190439102056,2.3869465416897544,1,0.8957645506766438,0.6532633645775614
Nc1ccc(-c2sc(-c3ccc(N)cc3)c(-c3ccc(N)cc3)c2-c2ccc(N)cc2)cc1,2.0880963993523434,2.9533154753670794,1,0.8791004000719619,0.5116711311582302
Nc1ccc(C2=C(c3ccc(N)cc3)C(c3ccc(N)cc3)=C(c3ccc(N)cc3)C2=O)cc1,2.094200923234629,2.354050154577391,1,0.8784221196405968,0.6614874613556523
Nc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc2c(O)cc3O)cc1,4.919844161513157,2.5575080135409647,1,0.5644617598318714,0.6106229966147588
CCCCC[C@@H](Cl)[C@H](Cl)CCCCC,3.1343140638869738,1.9758775015708934,1,0.7628539929014474,0.7560306246072767
Clc1ccc(C#Cc2cccc(C#Cc3ccc(Cl)cc3)c2)cc1,2.0378657921436556,2.443741694896868,1,0.884681578650705,0.639064576275783
Clc1ccc(/N=N/c2ccc(Cl)cc2)cc1,1.8358013239326922,1.6290203516479915,1,0.9071331862297008,0.8427449120880022
Clc1ccc2c(ccc3cc(Cl)ccc32)c1,1.692524395080774,2.6137464371289125,1,0.9230528449910251,0.5965633907177719
CC[C@@H](C)[C@H](Cl)C(O)=NCCN=C(O)[C@H](C)Cl,4.6465433530499025,2.4291694576540572,0,0.5948285163277887,0.6427076355864857
Cl[C@@H]1CN(Cc2ccccc2)C[C@H]1Cl,3.0305788614578244,1.752344205027267,1,0.7743801265046861,0.8119139487431832
C[C@H](Cl)CCl,3.233882502158771,1.482811058283549,1,0.75179083309347,0.8792972354291128
Clc1ccc(CCc2ccc(Cl)cc2)cc1,1.2683377787821914,2.1453988536045445,1,0.9701846912464231,0.7136502865988639
Cl[C@H]1COCCOCCOCCOCCOC[C@@H]1Cl,3.9842022601007017,2.3275823296481386,0,0.6684219710999221,0.6681044175879653
C[C@@H]1C[C@H](Cl)[C@H](Cl)C[C@H]1C,4.196206532442545,2.0760898272434014,1,0.6448659408397172,0.7309775431891496
CC[C@@H](Cl)CCl,3.6470982345901346,1.3058506060463824,1,0.7058779739344295,0.9235373484884044
CC(C)[C@@H](Cl)CCl,3.5295094628733015,1.5130438068614436,1,0.7189433930140776,0.8717390482846391
Brc1ccc(C(=C(c2ccc(Br)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,1.6260414743443654,1.7258933196047264,1,0.9304398361839594,0.8185266700988184
