1	OCc1ccc(C(=C(c2ccc(CO)cc2)c2ccc(CO)cc2)c2ccc(CO)cc2)cc1
1	OCc1ccc(-c2c3nc(c(-c4ccc(CO)cc4)c4ccc([nH]4)c(-c4ccc(CO)cc4)c4nc(c(-c5ccc(CO)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1	OCc1cc(C#Cc2cccc(C#Cc3cc(CO)cc(CO)c3)c2)cc(CO)c1
1	O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
1	O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
1	O=C(O)c1ccc(C#Cc2nc(C#Cc3ccc(C(=O)O)cc3)c(C#Cc3ccc(C(=O)O)cc3)nc2C#Cc2ccc(C(=O)O)cc2)cc1
1	O=C(O)c1ccc(C#Cc2nc(C#Cc3ccc(C(=O)O)cc3)c(C#Cc3ccc(C(=O)O)cc3)nc2C#Cc2ccc(C(=O)O)cc2)cc1
1	O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(-c3ccc(N(c4ccc(C(=O)O)cc4)c4ccc(C(=O)O)cc4)cc3)cc2)cc1
1	O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)c1
1	Fc1ccc(-c2cc(-c3ccc(F)cc3)nc(-c3ccc(F)cc3)c2)cc1
0	FN1CN(F)CN(F)C1
1	Cc1c(F)c(C)c(F)c(C)c1F
1	C[Si](c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1
0	Fc1ccc2c(F)cc(F)cc2c1
1	Oc1c(F)cc(F)c(O)c1F
1	Fc1cc(F)cc(C#Cc2cc(F)cc(F)c2)c1
1	Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2-c2ccc(F)cc2)cc1
1	Fc1cc(F)cc(C#Cc2cccc(C#Cc3cc(F)cc(F)c3)c2)c1
1	Fc1ccc(-c2c3nc(c(-c4ccc(F)cc4)c4ccc([nH]4)c(-c4ccc(F)cc4)c4nc(c(-c5ccc(F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1	Nc1ccc2c(ccc3cc(N)ccc32)c1
1	Nc1ccc(-c2sc(-c3ccc(N)cc3)c(-c3ccc(N)cc3)c2-c2ccc(N)cc2)cc1
1	Nc1ccc(C2=C(c3ccc(N)cc3)C(c3ccc(N)cc3)=C(c3ccc(N)cc3)C2=O)cc1
1	Nc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc2c(O)cc3O)cc1
1	Nc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc2c(O)cc3O)cc1
1	CCCCC[C@@H](Cl)[C@H](Cl)CCCCC
1	Clc1ccc(C#Cc2cccc(C#Cc3ccc(Cl)cc3)c2)cc1
1	Clc1ccc(/N=N/c2ccc(Cl)cc2)cc1
1	Clc1ccc2c(ccc3cc(Cl)ccc32)c1
0	CC[C@@H](C)[C@H](Cl)C(O)=NCCN=C(O)[C@H](C)Cl
1	Cl[C@@H]1CN(Cc2ccccc2)C[C@H]1Cl
1	C[C@H](Cl)CCl
1	Clc1ccc(CCc2ccc(Cl)cc2)cc1
0	Cl[C@H]1COCCOCCOCCOCCOC[C@@H]1Cl
1	C[C@@H]1C[C@H](Cl)[C@H](Cl)C[C@H]1C
1	CC[C@@H](Cl)CCl
1	CC[C@@H](Cl)CCl
1	CC(C)[C@@H](Cl)CCl
1	Brc1ccc(C(=C(c2ccc(Br)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1
0	Oc1ccc(-c2c(-c3ccc(Br)cc3)c(-c3ccc(O)cc3)c(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)c2-c2ccc(Br)cc2)cc1
1	Brc1ccc(-c2cc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)cc2-c2ccc(Br)cc2)cc1
0	Oc1cc(O)c2cc1[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H]2c1ccc(F)cc1
1	CCCCCCCCCCCCCCc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N)cc2)cc1
1	Nc1ccc(-c2cc(-c3ccc(N)cc3)nc(-c3ccc(N)cc3)c2)cc1
1	Nc1ccc(-c2cc(-c3ccc(N)cc3)nc(-c3ccc(N)cc3)c2)cc1
0	Nc1ccc(N2COc3c(c4c(c5c3CN(c3ccc(N)cc3)CO5)CN(c3ccc(N)cc3)CO4)C2)cc1
1	Nc1ccc(B2OB(c3ccc(N)cc3)OB(c3ccc(N)cc3)O2)cc1
1	Ic1ccc(N(c2ccc(I)cc2)c2ccc(I)cc2)cc1
1	Ic1ccc(-c2cc(-c3ccc(I)cc3)nc(-c3ccc(I)cc3)c2)cc1
0	C[C@H](F)C(O)=N[C@@H]1CCCC[C@H]1N=C(O)[C@H](C)F
0	O[C@@H]1C[C@@H](F)[C@@H](F)C[C@H]1Br
1	Fc1ccc(/N=N/c2ccc(F)cc2)cc1
0	C[C@H](F)C(O)=NCCN=C(O)[C@H](C)F
1	Fc1ccc2ccc3ccc(F)cc3c2c1
1	N#Cc1ccc([C@H](F)[C@@H](F)c2ccc(C#N)cc2)cc1
0	O=C1C[C@H](c2ccc(F)cc2)N1c1ccc(F)cc1
0	FC[C@H](F)C(F)(F)F
0	FC[C@H](F)C(F)(F)F
0	C[C@H](F)C(O)=NCCN=C(O)[C@@H](F)c1ccccc1
1	F[C@@H]1CSSC[C@H]1F
1	F[C@@H]1CSSC[C@H]1F
1	Fc1ccc(F)o1
1	Clc1cc(Cl)c2ccc3c(Cl)cc(Cl)c4ccc1c2c43
1	Clc1cc(Cl)cc(-c2cccc(-c3cc(Cl)cc(Cl)c3)c2)c1
1	Oc1ccc(-c2c(-c3ccc(Cl)cc3)c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)cc1
1	CC(C)(N)CN
1	N[C@H](CO)[C@@H](N)CO
1	Nc1ccc(N)[nH]1
1	NCCN
1	Nc1cnc2c(ccc3cc(N)cnc32)c1
1	Nc1ccc(Sc2ccc(N)cc2)cc1
0	NC[C@H](N)C(F)(F)F
0	N[C@H]1C[C@@H](O)C(=O)C[C@H]1N
1	N[C@H]1COCCOCCOCCOCCOC[C@@H]1N
0	NC[C@H](N)O
1	Cc1cc(C)c([C@H](N)[C@@H](N)c2c(C)cc(C)cc2C)c(C)c1
0	N[C@H]1C[C@@H](Br)C(=O)C[C@H]1N
1	O=Cc1ccc(-c2c3nc(c(-c4ccc(C=O)cc4)c4ccc([nH]4)c(-c4ccc(C=O)cc4)c4nc(c(-c5ccc(C=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1	O=Cc1cc(C#Cc2ccc(C#Cc3cc(C=O)cc(C=O)c3)cc2)cc(C=O)c1
1	ClCCCN(CCCCl)CCCCl
1	Clc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(Cl)cc5)cc4)cc(-c4ccc(-c5ccc(Cl)cc5)cc4)c3)cc2)cc1
1	Clc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(Cl)cc5)cc4)cc(-c4ccc(-c5ccc(Cl)cc5)cc4)c3)cc2)cc1
1	Clc1ccc(C23CC4CC(c5ccc(Cl)cc5)(C2)CC(c2ccc(Cl)cc2)(C4)C3)cc1
1	Brc1ccc(-c2cccc(-c3ccc(Br)cc3)c2)cc1
1	CC(C)(Br)C(C)(C)Br
1	Br[C@H]1CCC[C@@H](Br)C1
1	Brc1ccc(Br)s1
1	Br[C@H]1CCCC[C@H]1Br
0	Brc1ccc(C23CC4(c5ccc(Br)cc5)C[C@H](C2)C[C@H](C3)C4)cc1
1	Brc1ccc(-c2ccc(-c3ccc(-c4ccc(Br)cc4)cc3)cc2)cc1
0	Brc1cc2sc(Br)cc2s1
1	Br[C@H]1CC[C@@H](Br)CC1
0	O=C1C[C@@H](Br)[C@@H](Br)C[C@H]1Br
1	OCc1ccc(N(c2ccc(CO)cc2)c2ccc(CO)cc2)cc1
1	CCCCCCCCCCCCCCc1ccc(C(c2ccc(CO)cc2)(c2ccc(CO)cc2)c2ccc(CO)cc2)cc1
1	CCCCOc1c(CCO)c(OCCCC)c(CCO)c(OCCCC)c1CCO
1	OCc1ccc(C23CC4CC(c5ccc(CO)cc5)(C2)CC(c2ccc(CO)cc2)(C4)C3)cc1
1	CCCCCCc1c(-c2ccc(CO)cc2)c(CCCCCC)c(-c2ccc(CO)cc2)c(CCCCCC)c1-c1ccc(CO)cc1
0	OCc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(CO)cc3)c3cc(c(O)cc3O)[C@H](c3ccc(CO)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(CO)cc3)c3cc2c(O)cc3O)cc1
0	Clc1ccc(C=c2c3ccc4c(=Cc5ccc(Cl)cc5)c5ccc6c(=Cc7ccc(Cl)cc7)c7ccc2c2c3c4c5c6c72)cc1
0	Clc1ccc2c(Cl)cc(Cl)cc2c1
1	Clc1cc(Cl)nc(Cl)c1
1	Oc1c(Cl)cc(Cl)c(O)c1Cl
1	Clc1cc(Cl)nc(Cl)n1
1	Ic1cc2ccc3cc(I)cc4ccc(c1)c2c34
1	OCc1ccc(CO)cc1
1	OCCc1cccc(CCO)c1
1	OCc1ccc(-c2cccc(-c3ccc(CO)cc3)c2)cc1
1	OCc1ccc(-c2cccc(-c3ccc(CO)cc3)c2)cc1
